,Borough,Block,Lot,CD,CT2010,CB2010,SchoolDist,Council,ZipCode,FireComp,PolicePrct,HealthCenterDistrict,HealthArea,SanitBoro,SanitDistrict,SanitSub,Address,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,Overlay1,Overlay2,SPDist1,SPDist2,SPDist3,LtdHeight,SplitZone,BldgClass,LandUse,Easements,OwnerType,OwnerName,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,IrrLotCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptLand,ExemptTot,YearBuilt,YearAlter1,YearAlter2,HistDist,Landmark,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,BBL,CondoNo,Tract2010,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,APPBBL,APPDate,PLUTOMapID,FIRM07_Flag,PFIRM15_Flag,Version,FullAddress,Accuracy,Formatted_address,Google_place_id,Latitude,Longitude,Number_of_results,Postcode,Status,Type
817,MN,443,30,103,36.02,1001,1,2,10003,E028,9,14,6500,1,3,3B,29 1 AVENUE,R7A,,,,C2-5,,,,,,N,D4,3,0,P,87 E SECOND ST OWNR C,5000,22625,4300,18325,0,4300,0,0,0,0,2,1,5,23,24,50,100,50,98,,3,N,3,2,319500,2446200,13680,13680,1910,0,0,,,4.53,4,0,4,1,1004430030,0,3602,987469,203025,12c,,102 010,10205,,0,,1,,,18V1,"29 1 AVENUE, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"29 1st Avenue, New York, NY 10003, USA",ChIJe_8aeYNZwokREV7Mhz3Fjcc,40.723927,-73.988386,1,10003,OK,street_address
818,MN,443,50,103,36.02,1001,1,2,10003,E028,9,14,6500,1,3,3B,54 EAST 1 STREET,R8B,,,,,,,,,,N,C6,2,0,,54 EAST 1ST ST OWNERS,2357,10083,500,9583,0,500,0,0,0,0,2,1,6,24,25,20.67,100.42,21,88,,2,Y,5,0,147600,979650,13680,13680,1910,0,0,East Village / Lower East Side Historic,,4.28,4,0,4,1,1004430050,0,3602,987196,203019,12c,,102 010,10205,,0,,1,,,18V1,"54 EAST 1 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"54 E 1st St, New York, NY 10003, USA",ChIJv6Fjh4RZwokRy2dy5VHFuQg,40.7238926,-73.9893733,1,10003,OK,premise
819,MN,443,51,103,36.02,1001,1,2,10003,E028,9,14,6500,1,3,3B,52 EAST 1 STREET,R8B,,,,,,,,,,N,C6,2,0,P,EAST 1 ST ETC,2444,8466,0,8466,0,0,0,0,0,0,2,1,5,8,8,23.75,100.5,24,68,,3,Y,5,1,11267,51199,11267,16820,1900,1980,0,,,3.46,4,0,4,1,1004430051,0,3602,987174,203030,12c,,102 010,10205,,0,,1,,,18V1,"52 EAST 1 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"52 E 1st St, New York, NY 10003, USA",ChIJDZeHh4RZwokRe-I-aoHAJG8,40.7239136,-73.9894536,1,10003,OK,premise
820,MN,443,52,103,36.02,1001,1,2,10003,E028,9,14,6500,1,3,3B,50 EAST 1 STREET,R8B,,,,,,,,,,N,C6,2,0,,P H A COOPER CP,2423,8536,2000,6536,0,2000,0,0,0,0,2,1,5,20,22,23.92,100.08,24,68,,3,Y,5,1,118350,939150,11400,11400,1910,1976,0,,,3.52,4,0,4,1,1004430052,0,3602,987152,203042,12c,,102 010,10205,,0,,1,,,18V1,"50 EAST 1 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"50 E 1st St, New York, NY 10003, USA",ChIJZWTxh4RZwokRxNxMjXQoXkc,40.7239267,-73.9895454,1,10003,OK,premise
821,MN,443,56,103,36.02,1001,1,2,10003,E028,9,14,6500,1,3,3B,38 EAST 1 STREET,R8B,,,,,,,,,,N,D4,3,0,,FIRST GARDEN CORPORAT,19281,41236,0,41236,0,0,0,0,0,0,2,2,5,13,14,79.58,210,80,160,,0,Y,5,0,1327500,3758850,4560,4560,1920,1995,2004,,,2.14,4,0,4,1,1004430056,0,3602,987048,203149,12c,,102 010,10205,,0,,1,,,18V1,"38 EAST 1 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"38 E 1st St, New York, NY 10003, USA",ChIJIzpIiYRZwokRv8eJIXAGKV8,40.724234,-73.989894,1,10003,OK,street_address
822,MN,443,7501,103,36.02,1001,1,2,10003,E028,9,14,6500,3,3,,79 EAST 2 STREET,R8B,,,,,,,,,,N,RM,4,0,,,3844,13845,2953,10892,0,2953,0,0,0,0,2,1,5,4,5,50,80.08,50,80,,0,Y,0,5,140608,1615451,2280,2280,1914,0,0,,,3.6,4,0,4,1,1004437501,980,3602,987352,203074,12c,,102 010,10205,,1004430026,1997-12-10 00:00:00,1,,,18V1,"79 EAST 2 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"79 E 2nd St, New York, NY 10003, USA",ChIJdagTfoNZwokRyRWHg94nsuo,40.7240541,-73.9888109,1,10003,OK,premise
823,MN,443,7502,103,36.02,1001,1,2,10003,E028,9,14,6500,3,3,,62 EAST 1 STREET,R8B,,,,,,,,,,N,RM,4,0,,62 EAST 1 STREET COND,3414,13898,3027,10871,3027,0,0,0,0,0,2,1,6.5,10,12,24.92,135,25,98.5,,3,Y,0,5,161097,2273645,0,419732,2007,0,0,,,4.07,4,0,4,1,1004437502,1970,3602,987289,202986,12c,,102 010,10205,,1004430046,2008-12-15 00:00:00,1,,,18V1,"62 EAST 1 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"62 E 1st St, New York, NY 10003, USA",ChIJWe_Wf4RZwokRupceIdf_zgc,40.7238164,-73.9890404,1,10003,OK,premise
824,MN,443,7503,103,36.02,1001,1,2,10003,E028,9,14,6500,3,3,,72 EAST 1 STREET,R7A,,,,C2-5,,,,,,N,RM,4,0,,,1664,7765,2379,5386,0,2379,0,0,0,0,2,1,6,4,6,25,67,25,66,,0,N,0,5,49375,636273,0,0,1910,0,0,,,4.67,4,0,4,1,1004437503,2248,3602,987398,202862,12c,,102 010,10205,,1004430039,2012-07-06 00:00:00,1,,,18V1,"72 EAST 1 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"72 E 1st St, New York, NY 10003, USA",ChIJ1UFNgYNZwokREYns9nIKj-A,40.7234639,-73.9885633,1,10003,OK,street_address
825,MN,443,7504,103,36.02,1001,1,2,10003,E028,9,14,6500,3,3,,64 EAST 1 STREET,R8B,,,,,,,,,,N,R1,2,0,,,0,11226,0,11226,0,0,0,0,0,0,7,1,6,6,6,0,0,0,0,,0,N,0,5,118354,2665350,0,0,0,0,0,,,0,4,0,4,1,1004437504,2762,3602,987310,202973,12c,,102 010,10205,,1004430045,2017-03-31 00:00:00,1,,,18V1,"64 EAST 1 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"64 E 1st St, New York, NY 10003, USA",ChIJQ2bmf4RZwokRbY8e1v0nVaE,40.7238034,-73.9889486,1,10003,OK,premise
826,MN,444,20,103,36.02,1000,1,2,10003,E028,9,14,6500,1,3,3B,62 EAST 3 STREET,R8B,,,,,,,,,,N,C6,2,0,P,62 64 E 3RD STREET HD,1900,2748,0,2748,0,0,0,0,0,0,2,1,3,4,4,18.75,101.33,19,47,E,3,N,5,2,21777,72400,21777,30592,1910,0,0,East Village / Lower East Side Historic,,1.45,4,0,4,1,1004440020,0,3602,987268,203419,12c,,102 010,10205,E-216,0,,1,,,18V1,"62 EAST 3 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"62 E 3rd St, New York, NY 10003, USA",ChIJA6p_n4RZwokR1QW7ziAH1Mk,40.7250666,-73.9890749,1,10003,OK,premise
827,MN,444,21,103,36.02,1000,1,2,10003,E028,9,14,6500,1,3,3B,64 EAST 3 STREET,R8B,,,,,,,,,,N,C6,2,0,P,62 64 E 3RD ST HDFC,1890,3488,0,3488,0,0,0,0,0,0,2,1,3,4,4,18.75,101.25,18.75,62,,0,N,5,0,18630,72976,18630,33448,1900,0,0,East Village / Lower East Side Historic,,1.85,4,0,4,1,1004440021,0,3602,987284,203410,12c,,102 010,10205,E-216,0,,1,,,18V1,"64 EAST 3 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"64 E 3rd St, New York, NY 10003, USA",ChIJT5Oan4RZwokRuRJyEnd26HA,40.7250215,-73.9890289,1,10003,OK,premise
828,MN,444,33,103,36.02,1000,1,2,10003,E028,9,14,6500,1,3,3B,88 EAST 3 STREET,R8B,,,,,,,,,,N,C6,2,0,P,88 E THIRD ST OWNERS,2506,8845,0,8845,0,0,0,0,0,0,2,1,5,22,22,25,100.25,25,70,,3,N,5,1,145800,1121850,18240,18240,1900,1983,0,,,3.53,4,0,4,1,1004440033,0,3602,987533,203272,12c,,102 010,10205,,0,,1,,,18V1,"88 EAST 3 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"88 E 3rd St, New York, NY 10003, USA",ChIJCX6raINZwokRxqObK2abewg,40.7245808,-73.9881681,1,10003,OK,premise
829,MN,444,7501,103,36.02,1000,1,2,10003,E028,9,14,6500,3,3,,72 EAST 3 STREET,R8B,,,,,,,,,,N,R4,3,0,,72-74 EAST 3RD STREET,7544,14367,0,14367,0,0,0,0,0,0,2,1,5,20,20,0.17,0,0,0,,0,N,5,5,359997,2562750,4560,4560,1900,1987,0,,,1.9,4,0,4,1,1004447501,271,3602,987380,203357,12c,,102 010,10205,,1004440025,1985-12-31 00:00:00,1,,,18V1,"72 EAST 3 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"72 E 3rd St, New York, NY 10003, USA",ChIJV2i0YYNZwokR6VP9fNtkfQc,40.724866,-73.98877,1,10003,OK,street_address
830,MN,445,51,103,38,4000,1,2,10003,E028,9,14,6500,1,3,3B,71 EAST 3 STREET,R8B,,,,,,,,,,N,C6,2,0,,71 E THIRD ST TENANTS,2404,11046,0,11046,0,0,0,0,0,0,2,1,6,24,24,25,96.17,25,80,,2,N,5,1,118350,1038150,6840,6840,1900,1983,0,,,4.59,4,0,4,1,1004450051,0,38,987433,203505,12c,,102 010,10205,,0,,1,,,18V1,"71 EAST 3 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"71 E 3rd St, New York, NY 10003, USA",ChIJg0-gXoNZwokRjUxFjrGepmI,40.7252828,-73.9884895,1,10003,OK,premise
831,MN,446,25,103,38,5001,1,2,10003,E028,9,14,6500,1,3,3B,334 EAST 5 STREET,R8B,,,,,,,,,,N,C6,2,0,P,334 EAST 5TH STREET C,2404,7001,0,7001,0,0,0,0,0,0,2,1,5,12,12,25,96.17,25,55,,2,N,5,1,185850,902700,9120,9120,1900,1988,0,,,2.91,4,0,4,1,1004460025,0,38,987713,203751,12c,,102 010,10205,,0,,1,,,18V1,"334 EAST 5 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"334 E 5th St, New York, NY 10003, USA",ChIJ8bSRSoNZwokRP2AfXWseoQo,40.7259504,-73.9874794,1,10003,OK,premise
832,MN,446,7501,103,38,5001,1,2,10003,E028,9,14,6500,3,3,,125 EAST 4 STREET,R8B,,,,,,,,,,N,RM,4,0,,125 EAST 4TH ST OWNER,4784,20743,2950,17793,0,2950,0,0,0,0,2,1,6,28,29,49.75,96.17,50,0,,0,N,5,5,427500,2568150,25080,25080,2004,0,0,,,4.34,4,0,4,1,1004467501,695,38,987698,203646,12c,,102 010,10205,,1004460038,1991-03-18 00:00:00,1,,,18V1,"125 EAST 4 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"125 E 4th St, New York, NY 10003, USA",ChIJZZ9TSINZwokR_Ne8yF4KR2M,40.7256159,-73.9875712,1,10003,OK,premise
833,MN,446,7502,103,38,5001,1,2,10003,E028,9,14,6500,3,3,,99 EAST 3 STREET,R8B,,,,,,,,,,N,RM,4,0,,OWNER / AGENT,16829,75782,8018,67764,0,8018,0,0,0,0,2,1,6,66,67,175,96.17,175,80.5,,0,N,5,5,751500,10065150,47880,47880,1920,0,0,,,4.5,4,0,4,1,1004467502,705,38,987424,203798,12c,,102 010,10205,,1004460048,1991-03-18 00:00:00,1,,,18V1,"99 EAST 3 STREET, NEW YORK, NY 10003 UNITED STATES",RANGE_INTERPOLATED,"99 E 3rd St, New York, NY 10003, USA",EiQ5OSBFIDNyZCBTdCwgTmV3IFlvcmssIE5ZIDEwMDAzLCBVU0EiGhIYChQKEgkhZXlrg1nCiRFRFppvXWK3SxBj,40.7245817,-73.9874952,1,10003,OK,street_address
834,MN,447,24,103,38,5000,1,2,10003,E028,9,14,6500,1,3,3B,336 EAST 6 STREET,R8B,,,,,,,,,,N,C6,2,0,P,336 E 6TH ST OWNERS C,2425,8370,0,8370,0,0,0,0,0,0,2,1,5,21,21,25,97,25,52,,3,N,5,1,171000,1026000,4560,4560,1929,0,0,East Village / Lower East Side Historic,,3.45,4,0,4,1,1004470024,0,38,987858,203962,12c,,102 019,10205,,0,,1,,,18V1,"336 EAST 6 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"336 E 6th St, New York, NY 10003, USA",ChIJizEVz5xZwokRydsnn5z3jJQ,40.7265672,-73.9869285,1,10003,OK,premise
835,MN,447,7501,103,38,5000,1,2,10003,E028,9,14,6500,3,3,,83 1 AVENUE,R7A,,,,C2-5,,,,,,N,RM,4,0,,OWNER / AGENT,3370,15666,4092,11574,0,4092,0,0,0,0,2,2,6,20,21,48.5,69.5,49,0,,0,N,5,5,270000,2347200,44872,44872,1900,0,0,,,4.65,4,0,4,1,1004477501,777,38,987911,203790,12c,,102 019,10205,,1004470035,1991-12-06 00:00:00,1,,,18V1,"83 1 AVENUE, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"83 1st Avenue, New York, NY 10003, USA",ChIJrUi0MoNZwokRqNXfqawLw0U,40.7259971,-73.9868068,1,10003,OK,street_address
836,MN,448,47,103,38,6000,1,2,10003,E028,9,14,6500,1,3,3B,317 EAST 6 STREET,R8B,,,,,,,,,,N,C6,2,0,P,"317 E 6 ST RESIDENCE,",1635,4000,0,4000,0,0,0,0,0,0,2,1,3,4,4,20,81.75,20,50,,3,N,5,1,47171,184337,18791,18791,1905,1985,0,East Village / Lower East Side Historic,,2.45,4,0,4,1,1004480047,0,38,987721,204205,12c,,102 019,10205,E-216,0,,1,,,18V1,"317 EAST 6 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"317 E 6th St, New York, NY 10003, USA",ChIJ559zv5xZwokRyvnUGGE-J2A,40.7271393,-73.9874909,1,10003,OK,premise
837,MN,449,2,103,38,7001,1,2,10003,L011,9,14,6500,1,3,4B,120 2 AVENUE,R7A,R8B,,,C1-5,,,,,,Y,C6,2,0,P,120 SECOND AVE OWNERS,3333,16251,2759,13492,0,2759,0,0,0,0,2,1,5,12,13,26.67,125,27,110,,3,N,5,2,450000,2084850,4560,4560,1920,1988,0,,,4.88,4,0,4,1,1004490002,0,38,987673,204508,12c,,102 019,10205,,0,,1,,,18V1,"120 2 AVENUE, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"120 2nd Ave, New York, NY 10003, USA",ChIJuTOSjZxZwokRbcK66FCkqXw,40.7280294,-73.987709,1,10003,OK,premise
838,MN,449,15,103,38,7001,1,2,10003,L011,9,14,6500,1,3,4B,52 ST MARKS PLACE,R8B,,,,,,,,,,N,D4,3,0,,QUAD TWO REALTY,2438,9585,0,9585,0,0,0,0,0,0,2,1,5,19,19,25,97.5,25,73,E,3,N,5,2,166500,1075050,0,0,1920,1989,0,,,3.93,4,0,4,1,1004490015,0,38,987879,204516,12c,,102 019,10205,,0,,1,,,18V1,"52 ST MARKS PLACE, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"52 St Marks Pl, New York, NY 10003, USA",ChIJZcIF8ZxZwokRM44sudpN6XM,40.7280666,-73.9868826,1,10003,OK,premise
839,MN,449,7501,103,38,7001,1,2,10003,L011,9,14,6500,4,3,,42 ST MARKS PLACE,R7A,R8B,,,C1-5,,,,,,Y,RM,4,0,,,665,2408,555,1853,0,555,0,0,0,0,2,1,5,4,5,19,35,19,35,E,3,N,0,5,7979,123833,2280,2280,1900,1987,0,,,3.62,4,0,4,1,1004497501,1686,38,987772,204610,12c,,102 019,10205,,1004490009,2007-05-04 00:00:00,1,,,18V1,"42 ST MARKS PLACE, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"42 St Marks Pl, New York, NY 10003, USA",ChIJ9RmU9JxZwokRK09bte_H3jg,40.7282716,-73.9873072,1,10003,OK,premise
840,MN,450,49,103,38,7000,1,2,10003,L011,9,14,6500,1,3,4B,51 ST MARKS PLACE,R8B,,,,,,,,,,N,C6,2,0,,51 ST MARKS PL OWNRS,2442,9585,0,9585,0,0,0,0,0,0,2,1,5,10,10,25,97.67,25,82,,3,N,5,1,71816,325683,31511,31511,1920,0,0,,,3.93,4,0,4,1,1004500049,0,38,987956,204655,12c,,102 019,10205,,0,,1,,,18V1,"51 ST MARKS PLACE, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"51 St Marks Pl, New York, NY 10003, USA",ChIJpaIa-JxZwokR9O2lqLSjYZQ,40.7283895,-73.9866415,1,10003,OK,premise
841,MN,451,21,103,40,4000,1,2,10003,L011,9,14,6200,1,3,4B,220 EAST 10 STREET,R8B,,,,,,,,,,N,C6,2,0,P,GOLES 220 EAST 10TH S,2306,10512,1800,8712,0,1800,0,0,0,0,2,1,6,9,11,25,92.25,25,82,,3,N,5,2,177750,1025100,177750,851997,1900,1984,0,,,4.56,4,0,4,1,1004510021,0,40,988185,204913,12c,,102 019,10205,,0,,1,,,18V1,"220 EAST 10 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"220 E 10th St, New York, NY 10003, USA",ChIJlY8Fs51ZwokRwg4dpTABFds,40.729082,-73.9858336,1,10003,OK,premise
842,MN,451,36,103,40,4000,1,2,10003,L011,9,14,6200,1,3,4B,151A 1 AVENUE,R7A,,,,C1-5,,,,,,N,C6,2,0,P,151 1 AVE H D F CORP,2308,6333,1100,5233,0,1100,0,0,0,0,2,1,5,8,9,23.08,100,23,53,,3,N,5,2,41775,163143,41775,62262,1900,1986,2011,,,2.74,4,0,4,1,1004510036,0,40,988398,204701,12c,,102 019,10205,,0,,1,,,18V1,"151A 1 AVENUE, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"151A 1st Avenue, New York, NY 10003, USA",ChIJ_bnUpZ1ZwokRs9gQSt0Z9Bs,40.728524,-73.9850456,1,10003,OK,street_address
843,MN,451,7501,103,40,4000,1,2,10003,L011,9,14,6200,4,3,,325 EAST 9 STREET,R8B,,,,,,,,,,N,R1,2,0,,,1292,2948,0,2948,0,0,0,0,0,0,2,1,4,4,4,14,92.27,14,51,,0,N,0,5,26608,236413,7430,30149,1900,0,0,,,2.28,4,0,4,1,1004517501,906,40,988156,204820,12c,,103 019,10205,,1004510049,1995-09-29 00:00:00,1,,,18V1,"325 EAST 9 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"325 E 9th St, New York, NY 10003, USA",ChIJD9kqrZ1ZwokRRy0BRlw4w0U,40.7288167,-73.9859369,1,10003,OK,premise
844,MN,451,7502,103,40,4000,1,2,10003,L011,9,14,6200,4,3,,240 EAST 10 STREET,R8B,R7A,,,C1-5,,,,,,Y,RM,4,0,,,17441,76583,25652,50931,0,0,0,0,0,25652,2,3,15,35,36,97,92.37,0,0,,0,Y,0,5,2747249,8503204,831203,1862491,1999,0,0,,,4.39,4,0,4,1,1004517502,1231,40,988326,204835,12c,,100 000,1,,1004510026,2002-12-12 00:00:00,1,,,18V1,"240 EAST 10 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"240 E 10th St, New York, NY 10003, USA",ChIJnfZTpZ1ZwokRmJwhuUTnvr0,40.7288268,-73.9852597,1,10003,OK,premise
845,MN,452,6,103,40,5001,1,2,10003,L011,9,14,6200,1,3,4B,170 2 AVENUE,R7A,R8B,,,C1-5,,,,,,Y,D4,3,0,,170 SECOND AVENUE OWN,7616,97896,6526,91370,0,6526,0,0,0,0,2,1,15,76,79,59.5,128,60,110,,2,N,3,2,922500,10690650,90720,90720,1928,1986,2014,,,12.85,4,0,4,1,1004520006,0,40,988095,205268,12c,,102 027,10205,,0,,1,,,18V1,"170 2 AVENUE, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"170 2nd Ave, New York, NY 10003, USA",ChIJg8H4MpxZwokREvQ_Ty09el8,40.7300673,-73.986069,1,10003,OK,street_address
846,MN,452,19,103,40,5001,1,2,10003,L011,9,14,6200,1,3,4B,322 EAST 11 STREET,R8B,,,,,,,,,,N,C6,2,0,P,BOHEMIAN ARMS UNLIMIT,2369,10794,1000,9794,0,1000,0,0,0,0,2,1,6,24,25,25,94.75,25,79.67,,2,N,5,1,173250,1170900,0,0,1900,0,0,,,4.56,4,0,4,1,1004520019,0,40,988328,205120,12c,,102 027,10205,,0,,1,,,18V1,"322 EAST 11 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"322 E 11th St, New York, NY 10003, USA",ChIJOZ6WyJ1ZwokR9TrHpasIZ0M,40.7297687,-73.9852374,1,10003,OK,premise
847,MN,452,42,103,40,5001,1,2,10003,L011,9,14,6200,1,3,4B,231 EAST 10 STREET,R8B,,,,,,,,,,N,C6,2,0,P,231 EAST 10 STREET HD,2416,9365,0,9365,0,0,0,0,0,0,2,1,5,20,20,25.5,94.75,26,82,,3,N,5,2,189900,599400,189900,390360,1900,0,0,,,3.88,4,0,4,1,1004520042,0,40,988368,204985,12c,,102 027,10205,,0,,1,,,18V1,"231 EAST 10 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"231 E 10th St, New York, NY 10003, USA",ChIJ7-nMuZ1ZwokR40UWtfCPoqU,40.7293036,-73.9851571,1,10003,OK,premise
848,MN,452,54,103,40,5001,1,2,10003,L011,9,14,6200,1,3,4B,205 EAST 10 STREET,R8B,R7A,,,C1-5,,,,,,Y,D4,3,0,,205 E 10TH ST OWNERS,5899,25818,0,25818,0,0,0,0,0,0,2,1,6,31,31,45,130.08,45,115,,3,Y,5,2,354150,3353400,44340,44340,1920,1987,0,,,4.38,4,0,4,1,1004520054,0,40,988097,205147,12c,,102 027,10205,,0,,1,,,18V1,"205 EAST 10 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"205 E 10th St, New York, NY 10003, USA",ChIJEVaqNZxZwokRjUXVrtDBIac,40.729738,-73.9861097,1,10003,OK,premise
849,MN,452,7501,103,40,5001,1,2,10003,L011,9,14,6200,4,3,,239 EAST 10 STREET,R8B,,,,,,,,,,N,R2,2,0,,,2369,7073,0,7073,0,0,0,0,0,0,2,1,6,12,12,25,94.75,25,55,,0,N,0,2,297000,999452,4560,4560,1987,0,0,,,2.99,4,0,4,1,1004527501,2238,40,988455,204937,12c,,102 027,10205,,1004520038,2011-05-24 00:00:00,1,,,18V1,"239 EAST 10 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"239 E 10th St, New York, NY 10003, USA",ChIJpyizvp1ZwokR8f7Mc2peuf8,40.7291374,-73.9848701,1,10003,OK,premise
850,MN,453,7501,103,40,5000,1,2,10003,E005,9,14,6200,4,3,,311 EAST 11 STREET,R8B,,,,,,,,,,N,R4,3,0,,,8397,39174,0,39174,0,0,0,0,0,0,2,1,8,36,36,81.33,103.25,84.33,72.2,,0,N,0,5,674998,5910748,0,1949963,2008,0,0,,,4.67,4,0,4,1,1004537501,2143,40,988328,205299,12c,,102 027,10205,,1004530061,2013-11-04 00:00:00,1,,,18V1,"311 EAST 11 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"311 E 11th St, New York, NY 10003, USA",ChIJmdAg0J1ZwokRkdOPjaKCTMk,40.730151,-73.9853519,1,10003,OK,premise
851,MN,454,60,103,40,6001,1,2,10003,E005,9,14,6200,1,3,4B,321 EAST 12 STREET,R8B,,,,,,,,,,N,C6,2,0,,315 321 APT CORP,5163,21178,0,21178,0,0,0,0,0,0,2,1,6,36,36,50,103.25,50,87,,3,N,5,1,450000,1735650,29640,29640,1920,1986,0,,,4.1,4,0,4,1,1004540060,0,40,988461,205528,12c,,102 027,10205,,0,,1,,,18V1,"321 EAST 12 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"321 E 12th St, New York, NY 10003, USA",ChIJmfqDdZ5ZwokRsZexi6U-8sE,40.7307214,-73.9849122,1,10003,OK,street_address
852,MN,454,63,103,40,6001,1,2,10003,E005,9,14,6200,1,3,4B,315 EAST 12 STREET,R8B,,,,,,,,,,N,C6,2,0,,315 321 APT CORP,5162,21178,0,21178,0,0,0,0,0,0,2,1,6,36,36,50,103.25,50,87,,3,N,5,2,450000,1864350,25080,25080,1900,0,0,,,4.1,4,0,4,1,1004540063,0,40,988417,205552,12c,,102 027,10205,,0,,1,,,18V1,"315 EAST 12 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"315 E 12th St, New York, NY 10003, USA",ChIJcyx_2J1ZwokRy_P_KiE5v2Y,40.7307404,-73.9849785,1,10003,OK,street_address
853,MN,454,66,103,40,6001,1,2,10003,E005,9,14,6200,1,3,4B,307 EAST 12 STREET,R8B,,,,,,,,,,N,C6,2,0,P,LEEDS HOUSE INC,4182,11054,0,11054,0,0,0,0,0,0,2,4,4,13,13,40.5,103.25,41,101,,3,N,5,1,263250,1168650,7270,7270,1920,1980,0,,INDIVIDUAL LANDMARK,2.64,4,0,4,1,1004540066,0,40,988360,205584,12c,,102 027,10205,E-216,0,,1,,,18V1,"307 EAST 12 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"307 E 12th St, New York, NY 10003, USA",ChIJm-HfeZ5ZwokRzURebNaOZac,40.7309215,-73.985191,1,10003,OK,premise
854,MN,455,17,103,40,6000,1,2,10003,E005,9,14,6200,1,3,4B,320 EAST 14 STREET,C1-6A,,,,,,,,,,N,C6,2,0,,320 EAST 14TH STREET,2322,5265,1100,4165,0,1100,0,0,0,0,2,1,4,9,10,22.5,103.25,23,61,E,3,N,5,1,95726,377005,2280,2280,1920,1985,0,,,2.27,4,2,4,1,1004550017,0,40,988618,205868,12c,,102 027,10205,,0,,1,,,18V1,"320 EAST 14 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"320 E 14th St, New York, NY 10003, USA",ChIJn0O9FZ5ZwokR-eXrxT31FJ8,40.731741,-73.9842352,1,10003,OK,street_address
855,MN,455,18,103,40,6000,1,2,10003,E005,9,14,6200,1,3,4B,322 EAST 14 STREET,C1-6A,,,,,,,,,,N,C6,2,0,,322 E 14 ST OWNERS CO,2323,5496,1200,4296,0,1200,0,0,0,0,2,1,4,8,9,22.5,103.25,23,61,E,3,N,5,1,112558,436983,0,0,1920,0,0,,,2.37,4,2,4,1,1004550018,0,40,988638,205857,12c,,102 027,10205,,0,,1,,,18V1,"322 EAST 14 STREET, NEW YORK, NY 10003 UNITED STATES",ROOFTOP,"322 E 14th St, New York, NY 10003, USA",ChIJcWrEFZ5ZwokRJRjT76u5Cos,40.7317696,-73.9841161,1,10003,OK,street_address
