,Borough,Block,Lot,CD,CT2010,CB2010,SchoolDist,Council,ZipCode,FireComp,PolicePrct,HealthCenterDistrict,HealthArea,SanitBoro,SanitDistrict,SanitSub,Address,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,Overlay1,Overlay2,SPDist1,SPDist2,SPDist3,LtdHeight,SplitZone,BldgClass,LandUse,Easements,OwnerType,OwnerName,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,IrrLotCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptLand,ExemptTot,YearBuilt,YearAlter1,YearAlter2,HistDist,Landmark,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,BBL,CondoNo,Tract2010,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,APPBBL,APPDate,PLUTOMapID,FIRM07_Flag,PFIRM15_Flag,Version,FullAddress,Accuracy,Formatted_address,Google_place_id,Latitude,Longitude,Number_of_results,Postcode,Status,Type
0,MN,7,7501,101,9,1016,2,1,10004,L015,1,15,7700,1,1,,1 COENTIES SLIP,C5-5,,,,,,LM,,,,N,RM,4,0,,66 PEARL STREET LLC,7780,44097,11254,32843,0,7200,0,4054,0,0,2,1,6,42,43,106,74.42,106,36,,0,Y,5,5,1741500,6422400,0,0,1880,0,0,,,5.67,10,15,15,1,1000077501,735,9,981261,195554,12b,,101S002,10101,,1000070023,1990-12-12 00:00:00,1,1,1,18V1,"1 COENTIES SLIP, NEW YORK, NY 10004 UNITED STATES",RANGE_INTERPOLATED,"1 Coenties Slip, New York, NY 10004, USA",EigxIENvZW50aWVzIFNsaXAsIE5ldyBZb3JrLCBOWSAxMDAwNCwgVVNBIhoSGAoUChIJASfqOBRawokRdiMmMTDkl_gQAQ,40.7034874,-74.010944,1,10004,OK,street_address
1,MN,7,7502,101,9,1016,2,1,10004,L015,1,15,7700,1,1,,32 WATER STREET,C5-5,,,,,,LM,,,,N,RM,4,0,,,3095,14894,5087,9807,0,5087,0,0,0,0,2,1,4.5,1,2,29.42,106.58,30,107,,0,Y,4,5,399465,1749599,0,3600,1920,1996,0,,INDIVIDUAL LANDMARK,4.81,10,15,15,1,1000077502,1695,9,981212,195537,12b,,101S002,10101,,1000070026,2007-06-08 00:00:00,1,1,1,18V1,"32 WATER STREET, NEW YORK, NY 10004 UNITED STATES",ROOFTOP,"32 Water St, New York, NY 10004, USA",ChIJDcaAahRawokRQN_cMVUZxzQ,40.7033223,-74.0109391,1,10004,OK,premise
2,MN,8,7501,101,9,1014,2,1,10004,L015,1,15,7700,1,1,,39 WHITEHALL STREET,C5-5,,,,,,LM,,,,N,RM,4,0,,NEW YORK PLAZA RESIDE,9053,169061,42641,126420,0,42641,0,0,0,0,2,1,19,97,98,108,91.58,106,91,,1,Y,0,5,3528000,18163350,0,7238620,1985,2007,2007,,,18.67,10,15,15,1,1000087501,1822,9,980734,195375,12b,,101S001,10101,,1000080032,2008-01-09 00:00:00,1,1,1,18V1,"39 WHITEHALL STREET, NEW YORK, NY 10004 UNITED STATES",ROOFTOP,"39 Whitehall St, New York, NY 10004, USA",ChIJR3NhhhNawokRBDqDEZtjQes,40.7029868,-74.0127983,1,10004,OK,premise
3,MN,11,14,101,9,1004,2,1,10004,L015,1,15,7700,1,1,1B,26 BEAVER STREET,C5-5,,,,,,LM,,,,N,D4,3,0,,BEAVER TOWERS INC,2907,51387,2300,49087,0,2300,0,0,0,0,2,1,19,20,21,53.46,56.33,53,56,,3,Y,4,2,760500,5124600,58800,58800,1909,1989,0,,,17.68,10,15,15,1,1000110014,0,9,980926,196059,12b,,101S001,10101,,0,,1,,1,18V1,"26 BEAVER STREET, NEW YORK, NY 10004 UNITED STATES",ROOFTOP,"26 Beaver St, New York, NY 10004, USA",ChIJe_sLAhRawokRR2ilwQXPU2Q,40.7047853,-74.0119949,1,10004,OK,premise
4,MN,11,7501,101,9,1003,2,1,10004,L015,1,15,7700,1,1,,15 STONE STREET,C5-5,,,,,,LM,,,,N,RM,4,0,,,2242,9132,3671,5461,0,3671,0,0,0,0,2,1,5,3,4,25.4,91.4,25,0,,0,N,0,5,104603,1024330,0,162000,1900,2006,0,,,4.07,10,15,15,1,1000117501,2099,9,980899,195838,12b,,11S 001,10101,,1000110027,2010-01-21 00:00:00,1,1,1,18V1,"15 STONE STREET, NEW YORK, NY 10004 UNITED STATES",ROOFTOP,"15 Stone St, New York, NY 10004, USA",ChIJYRu-CBRawokRHA54tP0AUKo,40.7041754,-74.0121212,1,10004,OK,premise
5,MN,15,7501,101,13,2005,2,1,10004,E010,1,15,7700,1,1,,17 BATTERY PLACE,C5-5,,,,,,LM,,,,N,RM,4,0,P,17 BATTERY PLACE COND,64633,1202417,756035,446382,756035,0,0,0,0,0,2,2,31,500,623,180.67,363.96,0,0,,0,Y,0,5,15867000,112545900,2640126,9179303,1902,1998,0,,INDIVIDUAL LANDMARK,18.6,10,15,15,1,1000157501,1025,13,979859,196346,12b,,11S 003,10101,,1000150001,1998-12-29 00:00:00,1,1,1,18V1,"17 BATTERY PLACE, NEW YORK, NY 10004 UNITED STATES",ROOFTOP,"1013, 17 Battery Pl, New York, NY 10004, USA",ChIJzWMbLxJawokR3jhV3SHLBQc,40.7051704,-74.0159694,1,10004,OK,street_address
6,MN,15,7502,101,13,2005,2,1,10004,E010,1,15,7700,1,1,,20 WEST STREET,C5-5,,,,,,LM,,,,N,RM,4,0,,THE DOWNTOWN CLUB CON,13928,179856,10000,169856,0,10000,0,0,0,0,2,1,45,283,284,78.67,179.58,76.67,179.58,,0,Y,0,5,3150000,31561208,0,6286955,1930,2004,0,,INDIVIDUAL LANDMARK,12.91,10,15,15,1,1000157502,1557,13,979922,196558,12b,,11S 003,10101,,1000150019,2006-05-19 00:00:00,1,1,1,18V1,"20 WEST STREET, NEW YORK, NY 10004 UNITED STATES",ROOFTOP,"20 West St, New York, NY 10004, USA",ChIJ_8yemxFawokRhuWyplv9Exs,40.7061688,-74.015767,1,10004,OK,street_address
7,MN,16,7501,101,317.04,2000,2,1,10280,E010,1,15,8900,1,1,,377 RECTOR PLACE,BPC,,,,,,BPC,,,,N,RM,4,0,X,LIBERTY HOUSE CONDOMI,16951,179174,1092,177488,0,1092,0,0,0,0,2,1,25,238,239,133,122.44,0,0,,0,Y,5,5,5089051,29858403,5089051,29858403,1985,0,0,,,10.57,0,0,0,1,1000167501,308,31704,979290,197895,12b,,101S090,10101,,1000160090,1986-12-25 00:00:00,1,1,1,18V1,"377 RECTOR PLACE, NEW YORK, NY 10280 UNITED STATES",ROOFTOP,"377 Rector Pl, New York, NY 10280, USA",ChIJDV7UERBawokRazSXVLLKCdc,40.7101187,-74.017305,1,10280,OK,premise
8,MN,16,7502,101,317.04,2000,2,1,10280,E010,1,15,8900,1,1,,350 ALBANY STREET,BPC,,,,,,BPC,,,,N,R4,3,0,P,HUDSON TOWER,27838,123284,11136,112148,0,0,10690,0,0,446,2,1,15,133,133,287.38,100.5,287,100,,0,Y,5,5,3560403,19260459,3560403,19260459,1986,0,0,,,4.43,0,0,0,1,1000167502,313,31704,979379,197988,12b,,101S090,10101,,1000160095,1986-12-25 00:00:00,1,1,1,18V1,"350 ALBANY STREET, NEW YORK, NY 10280 UNITED STATES",ROOFTOP,"350 Albany St, New York, NY 10280, USA",ChIJawC1BRBawokRBTEArm-_NQQ,40.7101846,-74.0176786,1,10280,OK,street_address
9,MN,16,7503,101,317.04,3000,2,1,10280,E010,1,15,8900,1,1,,250 SOUTH END AVENUE,BPC,,,,,,BPC,,,,N,RM,4,0,X,HUDSON VIEW E CONDOMI,12644,86763,1052,85711,1052,0,0,0,0,0,2,1,17,109,110,121.83,103.78,0,0,,0,N,5,5,2550153,13981947,2550153,13981947,1985,0,0,,,6.86,0,0,0,1,1000167503,385,31704,979775,197857,12b,,101S090,10101,,1000160075,1987-11-30 00:00:00,1,,,18V1,"250 SOUTH END AVENUE, NEW YORK, NY 10280 UNITED STATES",ROOFTOP,"250 South End Ave, New York, NY 10280, USA",ChIJszRscBBawokR_u-Wcm-X-q4,40.709846,-74.016115,1,10280,OK,street_address
10,MN,16,7504,101,317.04,2000,2,1,10280,E010,1,15,8900,1,1,,300 ALBANY STREET,BPC,,,,,,BPC,,,,N,RM,4,0,P,AKAM ASSOCIATES,16108,72913,4295,68618,0,4295,0,0,0,0,2,1,9,107,110,133.58,122,0,0,,0,Y,5,5,2941198,13307848,2941198,13307848,1986,0,0,,,4.53,0,0,0,1,1000167504,360,31704,979576,197918,12b,,101S090,10101,,1000160110,1987-01-07 00:00:00,1,,,18V1,"300 ALBANY STREET, NEW YORK, NY 10280 UNITED STATES",ROOFTOP,"300 Albany St, New York, NY 10280, USA",ChIJJajnDBBawokRdqTFkpCpaNA,40.7100228,-74.0168448,1,10280,OK,street_address
11,MN,16,7505,101,317.04,2003,2,1,10280,E010,1,15,8900,1,1,,380 RECTOR PLACE,BPC,,,,,,BPC,,,,N,RM,4,0,X,LIBERTY TERRACE CONDO,23910,203837,1177,202660,1177,0,0,0,0,0,2,1,26,246,247,160,149.63,0,0,,0,Y,5,5,6131712,41795555,6131712,41795555,1987,0,0,,,8.53,0,0,0,1,1000167505,371,31704,979243,197613,12b,,100 000,10101,,1000160065,1987-01-07 00:00:00,1,1,1,18V1,"380 RECTOR PLACE, NEW YORK, NY 10280 UNITED STATES",ROOFTOP,"380 Rector Pl, New York, NY 10280, USA",ChIJb5FbJBBawokRUGPPc8LPPPs,40.7090972,-74.0177561,1,10280,OK,premise
12,MN,16,7506,101,317.04,3002,2,1,10280,E010,1,15,8900,1,1,,280 RECTOR PLACE,BPC,,,,,,BPC,,,,N,RM,4,0,X,SOUNDINGS CONDOMINIUM,15000,81667,502,81165,0,502,0,0,0,0,2,1,9,121,122,174.28,103,0,0,,0,Y,5,5,2378692,14453103,2378692,14453103,1985,0,0,,,5.44,0,0,0,1,1000167506,398,31704,979576,197463,12b,,101S089,10101,,1000160055,1987-11-30 00:00:00,1,,,18V1,"280 RECTOR PLACE, NEW YORK, NY 10280 UNITED STATES",ROOFTOP,"280 Rector Pl, New York, NY 10280, USA",ChIJaz89RxBawokRv_A83O1MR6k,40.7088832,-74.0167657,1,10280,OK,street_address
13,MN,16,7507,101,317.04,2003,2,1,10280,E010,1,15,8900,1,1,,300 RECTOR PLACE,BPC,,,,,,BPC,,,,N,RM,4,0,X,BATTERY POINTE CONDOM,25978,106271,3168,103103,0,3168,0,0,0,0,2,1,9,153,154,171.38,181.32,0,0,,0,Y,5,5,3386248,18805054,3386248,18805054,1986,0,0,,,4.09,0,0,0,1,1000167507,450,31704,979385,197552,12b,,101S090,10101,,1000160060,1987-11-30 00:00:00,1,1,,18V1,"300 RECTOR PLACE, NEW YORK, NY 10280 UNITED STATES",ROOFTOP,"300 Rector Pl, New York, NY 10280, USA",ChIJu5p_OxBawokRWD9GSVdEo4I,40.7089922,-74.0173477,1,10280,OK,street_address
14,MN,16,7508,101,317.04,3002,2,1,10280,E010,1,15,8900,1,1,,200 RECTOR PLACE,BPC,,,,,,BPC,,,,N,RM,4,0,X,LIBERTY COURT CONDOMI,37248,429199,4750,423839,1640,3110,0,0,0,0,2,1,44,545,547,166,188,0,0,,0,Y,5,5,11232003,82545785,11232003,82545785,1987,0,0,,,11.52,0,0,0,1,1000167508,498,31704,979703,197392,12b,,101S089,10101,,1000160050,1988-02-08 00:00:00,1,1,1,18V1,"200 RECTOR PLACE, NEW YORK, NY 10280 UNITED STATES",ROOFTOP,"Liberty Court, 200 Rector Pl, New York, NY 10280, USA",ChIJS-mzSBBawokRVKqx9hXXdEk,40.7086444,-74.0161953,1,10280,OK,premise
15,MN,16,7509,101,317.04,4001,2,1,10280,E010,1,15,8900,1,1,,21 SOUTH END AVENUE,BPC,,,,,,BPC,,,,N,RM,4,0,X,REGATTA CONDOMINIUM,45203,195560,32279,162483,0,28464,0,3815,0,0,2,1,9,182,184,218,189.96,0,0,,0,Y,5,5,6346802,32914806,6346802,32914806,1988,0,0,,,4.33,0,0,0,1,1000167509,621,31704,979227,197334,12b,,101S090,10101,,1000160045,1989-07-22 00:00:00,1,1,1,18V1,"21 SOUTH END AVENUE, NEW YORK, NY 10280 UNITED STATES",ROOFTOP,"21 South End Ave, New York, NY 10280, USA",ChIJ6-asLBBawokRS8eCWafd6ig,40.7081329,-74.017798,1,10280,OK,street_address
16,MN,16,7510,101,317.04,4000,2,1,10280,E010,1,15,8900,1,1,,99 BATTERY PLACE,BPC,,,,,,BPC,,,,N,RM,4,0,X,LIBERTY VIEW CONDOMIN,24167,251929,7464,244465,6885,0,0,579,0,0,2,1,28,293,294,199,143.18,0,0,,0,Y,5,5,5982759,43992729,5982759,43992729,1988,0,0,,,10.42,0,0,0,1,1000167510,779,31704,979649,197083,12b,,101S089,10101,,1000160030,1991-11-20 00:00:00,1,1,1,18V1,"99 BATTERY PLACE, NEW YORK, NY 10280 UNITED STATES",ROOFTOP,"99 Battery Pl, New York, NY 10280, USA",ChIJO014thFawokR1eyxXCHPuso,40.7076052,-74.0166314,1,10280,OK,premise
17,MN,16,7511,101,317.04,4001,2,1,10280,E010,1,15,8900,1,1,,2 SOUTH END AVENUE,BPC,,,,,,BPC,,,,N,RM,4,0,,COVE CLUB CONDO,29850,157584,33013,124571,0,3785,15560,0,0,13668,2,2,9,163,165,199,150,0,0,,0,N,5,5,3560413,26801114,3540431,26664762,1990,0,0,,,5.28,0,0,0,1,1000167511,780,31704,979469,197192,12b,,101S089,10101,,1000160025,1991-11-20 00:00:00,1,1,,18V1,"2 SOUTH END AVENUE, NEW YORK, NY 10280 UNITED STATES",ROOFTOP,"2 South End Ave, New York, NY 10280, USA",ChIJOYcqNRBawokRTOY0Leim2I0,40.7079046,-74.0174532,1,10280,OK,street_address
18,MN,16,7513,101,317.04,4006,2,1,10004,E010,1,15,8900,1,1,,10 LITTLE WEST STREET,BPC,,,,,,BPC,,,,N,RM,4,0,,,46266,523677,5067,229060,0,0,0,0,0,5067,2,2,38,115,117,369,229.4,0,0,,0,Y,1,5,7768801,87461429,7768800,87461428,2003,0,0,,,11.32,0,0,0,1,1000167513,1217,31704,979391,196336,12b,,11S 088,10101,,1000160043,2002-02-11 00:00:00,1,1,1,18V1,"10 LITTLE WEST STREET, NEW YORK, NY 10004 UNITED STATES",ROOFTOP,"10 Little W St, New York, NY 10004, USA",ChIJ-cPC8xFawokR8Fi0z0ykYt4,40.70596,-74.017109,1,10004,OK,street_address
19,MN,16,7514,101,317.04,4005,2,1,10004,E010,1,15,8900,1,1,,30 LITTLE WEST STREET,BPC,,,,,,BPC,,,,N,RM,4,0,X,MILLENIUM TOWER RESID,20763,344863,2856,342007,0,2856,0,0,0,0,2,1,35,233,234,202.76,102.4,202,102,,1,Y,0,5,4495492,51991653,4495492,51991653,2006,0,0,,,16.61,0,0,0,1,1000167514,1623,31704,979510,196575,12b,,101S093,10101,,1000160042,2007-01-08 00:00:00,1,1,1,18V1,"30 LITTLE WEST STREET, NEW YORK, NY 10004 UNITED STATES",ROOFTOP,"30 Little W St, New York, NY 10004, USA",ChIJX1PQ7BFawokRaCmGIMJFOjQ,40.7063346,-74.0169647,1,10004,OK,street_address
20,MN,16,7515,101,317.04,3000,2,1,10280,E010,1,15,8900,1,1,,225 RECTOR PLACE,BPC,,,,,,BPC,,,,N,RM,4,0,X,,34776,251430,29421,222009,0,0,27987,0,0,1434,2,1,23,285,288,213,221,188.6,210.73,,0,Y,0,5,6254977,38474689,6254977,38474689,1985,0,0,,,7.23,0,0,0,1,1000167515,1848,31704,979816,197742,12b,,101S090,10101,,1000160070,2008-05-15 00:00:00,1,1,,18V1,"225 RECTOR PLACE, NEW YORK, NY 10280 UNITED STATES",ROOFTOP,"225 Rector Pl, New York, NY 10280, USA",ChIJ3WF1ZhBawokROzU-GSLjUCM,40.7093441,-74.016035,1,10280,OK,street_address
21,MN,16,7516,101,317.03,2007,2,1,10282,L010,1,15,8900,1,1,,1 RIVER TERRACE,BPC,,,,,,BPC,,,,N,RM,4,0,X,,30713,505985,97236,408749,0,1453,66159,385,0,29239,2,1,31,244,249,164,248,235.77,164.32,,0,Y,5,5,1349999,68759574,1349999,68759574,2006,0,0,,,16.47,0,0,0,1,1000167516,1858,31703,979731,199946,12b,,11S 093,10101,,1000160270,2008-10-06 00:00:00,1,1,,18V1,"1 RIVER TERRACE, NEW YORK, NY 10282 UNITED STATES",ROOFTOP,"1 River Terrace, New York, NY 10282, USA",ChIJVdLaghxawokRDNHgougRoAQ,40.7145304,-74.016893,1,10282,OK,street_address
22,MN,16,7517,101,317.04,4000,2,1,10280,E010,1,15,8900,1,1,,70 BATTERY PLACE,BPC,,,,,,BPC,,,,N,RM,4,0,X,THE VISIONAIRE CONDOM,35352,407751,70281,337470,47547,4530,18204,0,0,0,2,1,33,245,248,198,200,200,198,,1,Y,0,5,5400000,58251145,5400000,58251145,2006,0,0,,,11.53,0,0,0,1,1000167517,1902,31704,979547,196847,12b,,101S088,10101,,1000160035,2008-12-08 00:00:00,1,1,1,18V1,"70 BATTERY PLACE, NEW YORK, NY 10280 UNITED STATES",ROOFTOP,"70 Battery Pl, New York, NY 10280, USA",ChIJo10K3hFawokRqvm0-m2NKIY,40.7074532,-74.0175773,1,10280,OK,premise
23,MN,16,7518,101,317.04,2000,2,1,10280,E010,1,15,8900,1,1,,333 RECTOR PLACE,BPC,,,,,,BPC,,,,N,RM,4,0,X,,28721,230066,24074,205992,0,6916,17158,0,0,0,2,1,15,174,177,247.41,124.83,247,100,,1,Y,0,2,5400004,32792858,5400004,32792858,1985,2007,0,,,8.01,0,0,0,1,1000167518,2198,31704,979470,197837,12b,,101S090,10101,,1000160080,2011-04-11 00:00:00,1,,,18V1,"333 RECTOR PLACE, NEW YORK, NY 10280 UNITED STATES",ROOFTOP,"333 Rector Pl, New York, NY 10280, USA",ChIJE_M_ERBawokRLwAhoYyljRs,40.7096944,-74.0173131,1,10280,OK,street_address
24,MN,16,7519,101,317.03,2003,2,1,10282,L010,1,15,8900,1,1,,300 NORTH END AVENUE,BPC,,,,,,BPC,,,,N,RM,4,0,X,,17353,233010,33932,199078,0,0,15400,0,0,18532,2,1,22,191,192,196,101,0,0,,0,Y,0,5,1952100,40555998,1952100,40555998,2008,0,0,,,13.43,0,0,0,1,1000167519,2256,31703,980272,200358,12a,,101S090,10101,,1000160230,2011-09-26 00:00:00,1,1,1,18V1,"300 NORTH END AVENUE, NEW YORK, NY 10282 UNITED STATES",ROOFTOP,"300 North End Ave, New York, NY 10282, USA",ChIJLXKbQxxawokR0zGg6wJM3BU,40.7165729,-74.0143591,1,10282,OK,"establishment,premise"
25,MN,16,7520,101,317.03,2009,2,1,10282,L010,1,15,8900,1,1,,200 NORTH END AVENUE,BPC,,,,,,BPC,,,,N,RM,4,0,X,LIBERTY LUXE CONDOMIN,32218,377325,79700,297625,0,14536,0,0,0,65164,2,1,32,280,281,260,179,0,0,,1,Y,0,5,3624751,72573951,3624751,72573951,2008,0,0,,,11.71,0,0,0,1,1000167520,2257,31703,980160,200125,12a,,101S090,10101,,1000160235,2011-09-26 00:00:00,1,1,1,18V1,"200 NORTH END AVENUE, NEW YORK, NY 10282 UNITED STATES",ROOFTOP,"200 North End Ave, New York, NY 10282, USA",ChIJc5BmZBxawokRVUSXE_BcfPg,40.7160048,-74.0148011,1,10282,OK,"establishment,premise"
26,MN,16,7521,101,317.03,2005,2,1,10282,L010,1,15,8900,1,1,,212 WARREN STREET,BPC,,,,,,BPC,,,,N,R4,3,0,X,,14500,289251,1418,287833,0,0,0,1418,0,0,2,1,27,166,166,196.58,71.5,196,71,,0,Y,0,5,1921507,42819657,1921507,42819657,2000,0,0,,,19.95,0,0,0,1,1000167521,2557,31703,979861,200598,12a,,101S090,10101,,1000160190,2015-07-30 00:00:00,1,1,,18V1,"212 WARREN STREET, NEW YORK, NY 10282 UNITED STATES",ROOFTOP,"212 Warren St, New York, NY 10282, USA",ChIJJ4jVVhxawokR_UtYkhwHD6w,40.7173427,-74.0159807,1,10282,OK,street_address
27,MN,17,7501,101,13,1016,2,1,10006,E010,1,15,7700,1,1,,50 WEST STREET,C6-9,,,,,,LM,,,,N,RM,4,0,,,0,386869,18055,368814,6159,11896,0,0,0,0,7,1,64,187,205,0,0,0,0,,1,N,0,5,6105151,70472705,0,0,0,0,0,,,0,10,15,15,1,1000177501,2744,13,980093,197133,12b,,101S003,10101,,1000170018,2016-12-09 00:00:00,1,1,1,18V1,"50 WEST STREET, NEW YORK, NY 10006 UNITED STATES",ROOFTOP,"50 West St, New York, NY 10006, USA",ChIJCeHi-BBawokRSHmW9ahX1Vs,40.7080103,-74.0149843,1,10006,OK,street_address
28,MN,17,7502,101,13,1016,2,1,10006,E010,1,15,7700,1,1,,33 RECTOR STREET,C6-9,,,,,,LM,,,,N,RM,4,0,,,2967,33185,5435,27750,1988,3447,0,0,0,0,2,1,15,13,15,30,89,0,0,,0,Y,0,5,541798,5514404,6840,6840,1920,0,0,,,11.18,10,15,15,1,1000177502,1192,13,980104,197332,12b,,11S 003,10101,,1000170027,2001-12-20 00:00:00,1,1,1,18V1,"33 RECTOR STREET, NEW YORK, NY 10006 UNITED STATES",ROOFTOP,"33 Rector St, New York, NY 10006, USA",ChIJk5D5-RBawokRV-wgSYW0cu4,40.7082859,-74.01494,1,10006,OK,street_address
29,MN,18,7501,101,13,2003,2,1,10006,E010,1,15,7700,1,1,,88 GREENWICH STREET,C6-9,,,,,,LM,,,,N,RM,4,0,,GREENWICH CLUB RESIDE,24470,334819,50183,315941,0,50183,0,0,0,0,2,1,38,452,454,179,179.42,175,146,,0,N,0,5,5355431,48173394,180150,225672,1956,2002,0,,,13.68,10,15,15,1,1000187501,1741,13,980344,197175,12b,,101S003,10101,,1000180027,2017-04-14 00:00:00,1,1,1,18V1,"88 GREENWICH STREET, NEW YORK, NY 10006 UNITED STATES",ROOFTOP,"88 Greenwich St, New York, NY 10006, USA",ChIJw3zO3RBawokRVMDKL3okD9E,40.7077779,-74.013832,1,10006,OK,street_address
30,MN,24,7501,101,9,1001,2,1,10004,L015,1,15,7700,1,1,,40 BROAD STREET,C5-5,,,,,,LM,,,,N,RM,4,0,,,16100,239204,83720,155484,39762,43958,0,0,0,0,2,1,31,156,165,81.83,150.75,81.83,150.75,,0,Y,0,5,9270046,37304094,479287,6763805,1982,0,0,,,14.86,10,15,15,1,1000247501,1912,9,980982,196499,12b,,101S004,10101,,1000240032,2008-08-04 00:00:00,1,,,18V1,"40 BROAD STREET, NEW YORK, NY 10004 UNITED STATES",ROOFTOP,"40 Broad St, New York, NY 10004, USA",ChIJKfTYtxZawokRki5Q42GtdjA,40.7060275,-74.0117654,1,10004,OK,premise
31,MN,25,7501,101,9,1000,2,1,10004,L015,1,15,7700,1,1,,15 WILLIAM STREET,C5-5,,,,,,LM,,,,N,RM,4,0,,,23649,377483,52421,325062,0,6092,46329,0,0,0,2,1,44,320,321,139.42,150.33,132,115,,3,Y,0,5,2754002,66310215,0,12779856,2005,0,0,,,15.96,10,15,15,1,1000257501,1957,9,981378,196261,12b,,101S005,10101,,1000250035,2009-08-13 00:00:00,1,,1,18V1,"15 WILLIAM STREET, NEW YORK, NY 10004 UNITED STATES",ROOFTOP,"15 William St, New York, NY 10005, USA",ChIJd-75jxZawokRZPxlDz0PVPg,40.705309,-74.010183,1,10005,OK,street_address
32,MN,26,7501,101,7,1009,2,1,10005,L015,1,15,7700,1,1,,15 BROAD STREET,C5-5,,,,,,LM,,,,N,RM,4,0,,,39846,810798,252916,557882,0,12030,0,0,0,240886,2,1,42,382,400,261.33,185.19,261,185,,0,Y,0,5,26999224,99657134,1256992,13050131,1914,2005,0,,INDIVIDUAL LANDMARK,20.35,10,15,15,1,1000267501,1480,7,981314,196685,12b,,11S 005,10101,,1000260001,2006-12-29 00:00:00,1,,,18V1,"15 BROAD STREET, NEW YORK, NY 10005 UNITED STATES",ROOFTOP,"15 Broad Street, New York, NY 10005, USA",ChIJCwDD6BZawokRJHpnVeCov6g,40.7067114,-74.010457,2,10005,OK,premise
33,MN,27,7501,101,7,1021,2,1,10005,L015,1,15,7700,1,1,,55 WALL STREET,C5-5,,,,,,LM,,,,N,RM,4,0,,CIPRIANUI CLUB RESIDE,31469,188278,81145,107133,0,81145,0,0,0,0,2,1,9,107,108,197.94,171.79,204,171,,0,Y,1,5,7514998,38570850,0,737948,1836,0,0,,INDIVIDUAL LANDMARK,5.98,10,15,15,1,1000277501,1424,7,981660,196466,12b,,11S 006,10101,,1000270001,2005-04-21 00:00:00,1,,,18V1,"55 WALL STREET, NEW YORK, NY 10005 UNITED STATES",ROOFTOP,"55 Wall St, New York, NY 10005, USA",ChIJPwvmXhZawokRLDv4N_tkQEw,40.7060799,-74.0093198,1,10005,OK,street_address
34,MN,27,7502,101,7,1022,2,1,10004,L015,1,15,7700,1,1,,20 EXCHANGE PLACE,C5-5,,,,,,LM,,,,N,RM,4,0,,TWENTY EXCHANGE PLACE,24524,724299,36886,687413,0,36886,0,0,0,0,2,1,57,351,352,223,209,223.08,53.33,,0,Y,3,5,14400000,86016150,0,11475361,1929,2009,0,,INDIVIDUAL LANDMARK,29.53,10,15,15,1,1000277502,1991,7,981597,196295,12b,,101S006,10101,,1000270027,2009-02-24 00:00:00,1,,,18V1,"20 EXCHANGE PLACE, NEW YORK, NY 10004 UNITED STATES",ROOFTOP,"20 Exchange Place-CIBC Building, 20 Exchange Pl, New York, NY 10005, USA",ChIJYX0WihZawokRzSNbi47c5M4,40.7054966,-74.0096537,1,10005,OK,premise
35,MN,28,1,101,7,1023,2,1,10004,L015,1,15,7700,1,1,1B,3 HANOVER SQUARE,C5-5,,,,,,LM,,,,N,D0,3,0,P,3 HANOVER SQUARE OWNE,11934,239121,11000,228121,0,11000,0,0,0,0,2,1,23,202,211,116,89.25,116,89.25,,0,Y,3,2,3672000,24909300,344796,344796,1926,1978,0,,,20.04,10,15,15,1,1000280001,0,7,981582,196128,12b,,101S006,10101,,0,,1,,,18V1,"3 HANOVER SQUARE, NEW YORK, NY 10004 UNITED STATES",ROOFTOP,"3 Hanover Square, New York, NY 10005, USA",ChIJReoC8JpZwokRAVGHpS5HtJU,40.7049944,-74.0096537,1,10005,OK,premise
36,MN,28,7501,101,7,1019,2,1,10005,L015,1,15,7700,1,1,,82 BEAVER STREET,C5-5,,,,,,LM,,,,N,RM,4,0,,COCOA EXCHANGE CONDO,7120,93544,11471,82073,0,11471,0,0,0,0,2,1,15,126,128,122.17,89.17,110,84,,3,N,0,5,1930496,14729850,0,2669351,1987,2006,0,,INDIVIDUAL LANDMARK,13.14,10,15,15,1,1000287501,1590,7,981884,196205,12b,,11S 006,10101,,1000280017,2006-12-12 00:00:00,1,,,18V1,"82 BEAVER STREET, NEW YORK, NY 10005 UNITED STATES",ROOFTOP,"82 Beaver St, New York, NY 10005, USA",ChIJc6HObhZawokRFVe1L1yzPic,40.7052536,-74.0085742,1,10005,OK,street_address
